ID,Year,Team,Rank,Wins,Losses,WL%,SOS,SRS,FG/G,OREB/G,Total Points,FGA,FTA,AST,TOV,TS%,TOV%,AST%,URL
1,2026,Duke,1,34,2,0.9444,11.8,30.69,28.4,12.5,2950,2094,794,604,383,0.6036769039355641,13.55099845737981,58.984375,https://www.sports-reference.com/cbb/schools/duke/men/2026.html
2,2026,Siena,16,23,12,0.6571,-8.02,-3.48,25.3,10.2,2463,1947,650,471,357,0.551500223914017,13.783783783783784,53.220338983050844,https://www.sports-reference.com/cbb/schools/siena/men/2026.html
3,2026,Ohio State,8,21,13,0.6176,12.01,18.74,27.5,9.2,2697,1907,710,492,350,0.6075966477426331,13.621857242936093,52.56410256410256,https://www.sports-reference.com/cbb/schools/ohio-state/men/2026.html
4,2026,TCU,9,23,12,0.6571,10.21,15.5,26.9,12.4,2708,2129,798,540,376,0.5459413254197378,13.164712967242274,57.26405090137858,https://www.sports-reference.com/cbb/schools/texas-christian/men/2026.html
5,2026,St. John's (NY),5,29,6,0.8286,10.52,22.52,27.9,13.1,2852,2150,899,566,364,0.5601910777982055,12.510482684667098,57.9324462640737,https://www.sports-reference.com/cbb/schools/st-johns-ny/men/2026.html
6,2026,Northern Iowa,12,23,13,0.6389,1.84,7.89,26.1,6.8,2500,1978,503,534,333,0.5683574923158067,13.149996840841599,56.92963752665245,https://www.sports-reference.com/cbb/schools/northern-iowa/men/2026.html
7,2026,Kansas,4,24,10,0.7059,14.33,20.62,26.7,10.1,2564,2013,649,479,360,0.5577404983989976,13.541165142031776,52.69526952695269,https://www.sports-reference.com/cbb/schools/kansas/men/2026.html
8,2026,California Baptist,13,25,9,0.7353,-2.35,2.71,25.5,13.8,2470,2021,726,346,416,0.5276785561689255,15.091930170800017,39.86175115207373,https://www.sports-reference.com/cbb/schools/california-baptist/men/2026.html
9,2026,Louisville,6,24,11,0.6857,10.96,22.7,28.6,11.3,2949,2131,706,597,417,0.6038973804492063,14.587356225337924,59.58083832335329,https://www.sports-reference.com/cbb/schools/louisville/men/2026.html
10,2026,South Florida,11,25,9,0.7353,3.14,13.38,29.0,15.6,2974,2255,910,581,377,0.5599909618136627,12.432396781427252,58.92494929006085,https://www.sports-reference.com/cbb/schools/south-florida/men/2026.html
11,2026,Michigan State,3,27,7,0.7941,12.72,23.6,27.7,12.4,2695,1985,715,639,395,0.5859714732997043,14.658947524678988,67.90648246546228,https://www.sports-reference.com/cbb/schools/michigan-state/men/2026.html
12,2026,North Dakota State,14,27,8,0.7714,-5.14,2.11,28.7,11.4,2812,2148,661,541,378,0.5765035836709255,13.419292540577384,53.88446215139442,https://www.sports-reference.com/cbb/schools/north-dakota-state/men/2026.html
13,2026,UCLA,7,24,11,0.6857,11.46,18.12,27.5,10.1,2718,2052,674,566,310,0.5786524508635079,11.66044776119403,58.896982310093655,https://www.sports-reference.com/cbb/schools/ucla/men/2026.html
14,2026,UCF,10,21,12,0.6364,10.87,13.17,29.3,12.8,2662,2089,638,519,375,0.5616697331330283,13.662595820338685,53.67114788004137,https://www.sports-reference.com/cbb/schools/central-florida/men/2026.html
15,2026,UConn,2,30,5,0.8571,10.02,22.36,28.4,11.8,2717,2059,616,647,389,0.5830372010780931,14.306519948217018,65.09054325955735,https://www.sports-reference.com/cbb/schools/connecticut/men/2026.html
16,2026,Furman,15,22,13,0.6286,-5.28,-2.81,27.3,10.7,2671,2010,649,546,417,0.5817752530972835,15.372931842982275,57.17277486910995,https://www.sports-reference.com/cbb/schools/furman/men/2026.html
17,2026,UMBC,16,24,9,0.7273,-11.66,-4.53,27.0,8.2,2522,1883,625,400,316,0.5843373493975904,12.772837510105093,44.943820224719104,https://www.sports-reference.com/cbb/schools/maryland-baltimore-county/men/2026.html
18,2026,Howard,16,24,11,0.6857,-10.28,-4.12,26.2,12.2,2722,1999,885,563,463,0.5698375481493887,16.237637651679876,61.46288209606987,https://www.sports-reference.com/cbb/schools/howard/men/2026.html
19,2026,Miami (OH),11,32,2,0.9412,-4.02,5.75,30.9,8.4,3047,2027,792,544,351,0.6413440651994544,12.873741967665268,51.85891325071497,https://www.sports-reference.com/cbb/schools/miami-oh/men/2026.html
20,2026,SMU,11,20,14,0.5882,10.19,16.31,30.8,12.3,2858,2136,649,574,379,0.5901154627595434,13.53300768417745,54.875717017208416,https://www.sports-reference.com/cbb/schools/southern-methodist/men/2026.html
21,2026,Michigan,1,33,3,0.9167,14.24,32.11,30.7,10.8,3148,2162,814,675,426,0.6245635197765221,14.459499823499064,61.085972850678736,https://www.sports-reference.com/cbb/schools/michigan/men/2026.html
22,2026,Georgia,8,22,11,0.6667,9.04,18.62,30.7,13.1,2951,2169,801,487,352,0.5851814835966749,12.250125285372237,48.07502467917078,https://www.sports-reference.com/cbb/schools/georgia/men/2026.html
23,2026,Saint Louis,9,29,6,0.8286,2.95,17.83,30.8,10.1,3053,2113,702,648,432,0.6302954729383784,15.137286781504477,60.16713091922006,https://www.sports-reference.com/cbb/schools/saint-louis/men/2026.html
24,2026,Texas Tech,5,23,10,0.697,13.84,21.99,28.7,11.4,2664,2006,548,524,356,0.5927587311759052,13.675896616368052,55.33262935586061,https://www.sports-reference.com/cbb/schools/texas-tech/men/2026.html
25,2026,Akron,12,29,6,0.8286,-2.75,8.65,31.9,11.3,3075,2227,621,639,381,0.614940965667296,13.223473226805126,57.309417040358746,https://www.sports-reference.com/cbb/schools/akron/men/2026.html
26,2026,Alabama,4,24,9,0.7273,13.95,22.56,30.2,12.4,3025,2175,803,532,323,0.5982233261612454,11.328086640573488,53.36008024072217,https://www.sports-reference.com/cbb/schools/alabama/men/2026.html
27,2026,Hofstra,13,24,11,0.6857,-1.84,4.29,26.1,12.4,2641,2074,644,446,372,0.5601605185461702,13.62956883665035,48.796498905908095,https://www.sports-reference.com/cbb/schools/hofstra/men/2026.html
28,2026,Tennessee,6,23,11,0.6765,11.61,22.06,28.4,15.9,2700,2076,791,577,401,0.5569215029454959,14.194489281567694,59.85477178423236,https://www.sports-reference.com/cbb/schools/tennessee/men/2026.html
29,2026,Virginia,3,30,5,0.8571,8.87,21.01,28.0,13.1,2824,2112,694,575,382,0.5841082834166198,13.645976223136717,58.673469387755105,https://www.sports-reference.com/cbb/schools/virginia/men/2026.html
30,2026,Wright State,14,23,12,0.6571,-3.74,0.41,28.6,11.2,2818,2057,764,480,390,0.5887613030470173,14.012848704350452,48.0,https://www.sports-reference.com/cbb/schools/wright-state/men/2026.html
31,2026,Kentucky,7,22,13,0.6286,12.73,19.61,28.2,11.9,2835,2120,792,563,368,0.5742400181488203,12.973826714801444,57.041540020263426,https://www.sports-reference.com/cbb/schools/kentucky/men/2026.html
32,2026,Santa Clara,10,26,9,0.7429,6.2,15.58,30.3,13.1,2901,2278,569,587,375,0.5736920375263016,12.916069657224732,55.27306967984934,https://www.sports-reference.com/cbb/schools/santa-clara/men/2026.html
33,2026,Iowa State,2,28,7,0.8,9.92,27.07,29.7,12.0,2889,2120,723,610,360,0.5924646859055338,12.86578131030835,58.597502401536985,https://www.sports-reference.com/cbb/schools/iowa-state/men/2026.html
34,2026,Tennessee State,15,23,10,0.697,-7.65,-4.78,28.9,13.0,2651,2080,700,436,406,0.5550670016750419,14.531138153185397,45.702306079664574,https://www.sports-reference.com/cbb/schools/tennessee-state/men/2026.html
35,2026,Prairie View A&M,16,19,18,0.5135,-8.94,-13.0,26.4,9.9,2883,2222,933,429,433,0.5475741874705605,14.124846681802762,43.954918032786885,https://www.sports-reference.com/cbb/schools/prairie-view/men/2026.html
36,2026,Lehigh,16,18,17,0.5143,-7.33,-9.91,25.9,7.9,2545,1967,629,498,428,0.5671283916283381,16.019402940383866,54.90628445424476,https://www.sports-reference.com/cbb/schools/lehigh/men/2026.html
37,2026,Florida,1,27,7,0.7941,12.09,28.18,31.2,16.1,2978,2195,848,578,401,0.5798015669049733,13.505685186183111,54.476908576814324,https://www.sports-reference.com/cbb/schools/florida/men/2026.html
38,2026,Clemson,8,24,11,0.6857,9.51,16.54,25.3,9.3,2582,1960,720,446,322,0.5670238931834153,12.390334000307833,50.33860045146727,https://www.sports-reference.com/cbb/schools/clemson/men/2026.html
39,2026,Iowa,9,22,12,0.6471,9.85,19.0,26.2,9.0,2549,1824,644,511,328,0.6047851340065294,13.468234675776886,57.35129068462402,https://www.sports-reference.com/cbb/schools/iowa/men/2026.html
40,2026,Vanderbilt,5,27,9,0.75,11.65,22.4,28.9,10.7,3086,2194,835,587,344,0.6024049348012805,11.840022027947958,56.388088376561,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2026.html
41,2026,McNeese,12,28,6,0.8235,-1.41,7.78,28.0,12.8,2709,2054,765,478,323,0.5665941604618088,11.903007075471699,50.15739769150053,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2026.html
42,2026,Nebraska,4,28,6,0.8235,10.41,21.74,27.4,8.8,2623,2001,528,611,330,0.5872423118943993,12.87392912316839,65.48767416934619,https://www.sports-reference.com/cbb/schools/nebraska/men/2026.html
43,2026,Troy,13,22,12,0.6471,-3.85,-1.07,27.0,12.6,2696,2060,735,538,409,0.5655785852143995,14.646898725111015,58.60566448801743,https://www.sports-reference.com/cbb/schools/troy/men/2026.html
44,2026,UNC,6,24,9,0.7273,10.71,18.8,28.0,10.8,2631,1965,729,529,317,0.5755197396052079,12.179378813259769,57.189189189189186,https://www.sports-reference.com/cbb/schools/north-carolina/men/2026.html
45,2026,VCU,11,28,8,0.7778,4.29,13.35,26.7,11.1,2910,2106,885,499,378,0.5830728540514547,13.155147212361662,51.87110187110187,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2026.html
46,2026,Illinois,3,26,8,0.7647,11.43,26.78,28.9,13.4,2881,2116,691,500,298,0.5952380952380952,10.9637827257877,50.8646998982706,https://www.sports-reference.com/cbb/schools/illinois/men/2026.html
47,2026,Penn,14,18,12,0.6,-0.88,-0.92,26.5,11.4,2277,1807,638,418,322,0.5453317494683194,13.362548345865909,52.51256281407035,https://www.sports-reference.com/cbb/schools/pennsylvania/men/2026.html
48,2026,Saint Mary's,7,27,6,0.8182,5.61,17.14,26.4,12.4,2552,1894,679,503,364,0.5819150294605884,14.236768410018929,57.81609195402299,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2026.html
49,2026,Texas A&M,10,22,12,0.6471,9.2,16.35,29.0,12.0,2927,2169,804,604,368,0.5801186002632037,12.730216275304763,61.19554204660588,https://www.sports-reference.com/cbb/schools/texas-am/men/2026.html
50,2026,Houston,2,30,6,0.8333,11.52,26.74,27.9,12.8,2789,2229,601,523,303,0.5592675179671458,10.835204760338144,52.039800995024876,https://www.sports-reference.com/cbb/schools/houston/men/2026.html
51,2026,Idaho,15,21,15,0.5833,-2.04,-0.41,26.6,10.6,2800,2153,728,447,379,0.5660407872818721,13.28742918045661,46.75732217573222,https://www.sports-reference.com/cbb/schools/idaho/men/2026.html
52,2026,Texas,11,21,14,0.6,10.95,16.78,28.2,12.0,2902,2045,899,438,379,0.5945356803356607,13.441813616308927,44.33198380566802,https://www.sports-reference.com/cbb/schools/texas/men/2026.html
53,2026,NC State,11,20,14,0.5882,10.73,17.64,28.3,9.8,2828,2065,724,525,312,0.5932302941818121,11.574589324667231,54.57380457380457,https://www.sports-reference.com/cbb/schools/north-carolina-state/men/2026.html
54,2026,Arizona,1,33,2,0.9429,11.92,29.75,30.6,12.9,3021,2129,920,592,378,0.5961401847028178,12.981660828353595,55.27544351073763,https://www.sports-reference.com/cbb/schools/arizona/men/2026.html
55,2026,LIU,16,24,11,0.6857,-6.95,-5.04,27.3,11.4,2577,2009,684,479,453,0.5578018666989905,16.395459941512,50.15706806282723,https://www.sports-reference.com/cbb/schools/long-island-university/men/2026.html
56,2026,Villanova,8,24,9,0.7273,9.96,15.84,27.3,11.5,2545,1975,611,512,333,0.5671081717056474,12.922804675494016,56.82574916759157,https://www.sports-reference.com/cbb/schools/villanova/men/2026.html
57,2026,Utah State,9,29,6,0.8286,6.79,17.61,29.1,10.9,2892,2037,787,618,369,0.6067268638179315,13.407066141526297,60.70726915520628,https://www.sports-reference.com/cbb/schools/utah-state/men/2026.html
58,2026,Wisconsin,5,24,11,0.6857,12.16,19.02,27.9,10.3,2904,2171,684,560,314,0.5873881454392466,11.270800729371564,57.259713701431494,https://www.sports-reference.com/cbb/schools/wisconsin/men/2026.html
59,2026,High Point,12,31,5,0.8611,-6.18,7.43,30.5,11.6,3230,2253,931,589,333,0.606540876723853,11.116155479296578,53.59417652411283,https://www.sports-reference.com/cbb/schools/high-point/men/2026.html
60,2026,Arkansas,4,28,8,0.7778,12.02,22.02,32.4,11.0,3249,2322,831,622,323,0.6044336295039514,10.728615842478677,53.39055793991416,https://www.sports-reference.com/cbb/schools/arkansas/men/2026.html
61,2026,Hawaii,13,24,9,0.7273,-2.94,4.61,27.0,11.1,2626,1939,813,454,443,0.5716848375074018,16.16953557297826,51.01123595505618,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html
62,2026,BYU,6,23,12,0.6571,12.45,20.57,29.5,12.3,2924,2173,747,465,376,0.5844072783089764,13.06608100970226,44.970986460348165,https://www.sports-reference.com/cbb/schools/brigham-young/men/2026.html
63,2026,Gonzaga,3,31,4,0.8857,5.9,24.02,32.0,12.0,2950,2215,686,643,336,0.5860523513612307,11.777737272332132,57.46201966041108,https://www.sports-reference.com/cbb/schools/gonzaga/men/2026.html
64,2026,Kennesaw State,14,21,14,0.6,-1.27,0.51,27.5,13.8,2898,2164,944,492,415,0.5617672600955276,13.859388984624427,51.19667013527575,https://www.sports-reference.com/cbb/schools/kennesaw-state/men/2026.html
65,2026,Miami (FL),7,26,8,0.7647,7.15,18.01,29.9,12.4,2784,2034,769,550,379,0.5867574904314691,13.775005815305885,54.1871921182266,https://www.sports-reference.com/cbb/schools/miami-fl/men/2026.html
66,2026,Missouri,10,20,13,0.6061,8.88,12.64,27.7,11.5,2615,1880,792,468,405,0.5867227886272257,15.378890289654754,51.203501094091905,https://www.sports-reference.com/cbb/schools/missouri/men/2026.html
