Winner,Δ Rank,Δ SRS,Δ SOS,Δ WL%,Δ FG/G,Δ OREB/G,Δ TS%,Δ TOV%,Δ AST%
HIGHER,-15.0,18.060000000000002,10.74,0.21300000000000008,0.09999999999999787,1.3000000000000007,-0.04124034889623973,-2.9303273127846445,-5.458120840176335
HIGHER,-1.0,6.680000000000001,3.9200000000000004,-0.0686,0.5,0.40000000000000036,0.00901435787803262,3.732427130361117,11.9700223148499
HIGHER,-7.0,7.870000000000001,9.6,-0.14429999999999998,2.200000000000003,1.5,0.0009423089131758156,-0.6554070833154491,-5.946429297240172
HIGHER,-9.0,14.489999999999998,11.63,-0.05900000000000005,-2.299999999999997,0.7999999999999989,-0.022717398732940985,-3.736729369771222,-2.1244841009097826
HIGHER,-5.0,-1.0700000000000003,-1.839999999999999,0.11450000000000005,0.3999999999999986,-0.10000000000000142,-0.030719903023813555,-1.7041016142899341,1.7202096149464552
HIGHER,-11.0,6.279999999999999,4.78,0.08930000000000005,1.0,0.40000000000000036,-0.012788774576594886,1.870928541425382,-8.973626145804026
HIGHER,-3.0,1.7299999999999986,-4.28,0.21210000000000007,-0.5,-4.0,0.05799367909328168,1.2818085214107313,-1.6357003453805774
HIGHER,-13.0,23.58,11.790000000000001,0.0676000000000001,4.200000000000003,-1.5,0.03561568450710639,-2.58166095633171,1.684011352885527
HIGHER,-7.0,6.65,0.4899999999999993,0.2522000000000001,2.599999999999998,-1.9000000000000004,0.02315504936503443,-4.1066698620470525,-1.5718496900371193
HIGHER,-1.0,3.3299999999999983,0.20000000000000107,0.027799999999999936,-2.5,-0.3000000000000007,-0.03723764229584492,-3.993577270407087,1.949967746280187
LOWER,-3.0,1.5999999999999996,1.3399999999999999,0.011600000000000055,0.10000000000000142,-1.799999999999999,0.04178031484926226,5.881093202969275,-3.1511153232932045
HIGHER,-5.0,10.09,5.82,0.007000000000000006,2.200000000000003,0.5999999999999996,-0.019764734320371513,-2.37098386511153,-1.5485492194029007
HIGHER,-3.0,2.080000000000002,-0.22000000000000064,0.1967000000000001,5.099999999999998,2.700000000000001,0.01416615494554152,0.5439759909340083,2.3622381145997267
HIGHER,-4.0,11.02,2.79,0.09220000000000006,2.1000000000000014,-1.6999999999999993,0.05298609418953293,0.7751266399565679,1.8971646455090152
LOWER,-1.0,-2.8299999999999983,-1.0500000000000007,0.124,0.09999999999999787,0.9000000000000004,-0.00656656708970671,-1.1526994865265792,2.32662680492259
LOWER,-10.0,14.75,1.7800000000000002,0.18380000000000007,5.700000000000003,1.0999999999999996,0.035868950913290454,-4.533528847770466,-1.05575462865378
LOWER,-4.0,12.809999999999999,9.72,0.03920000000000001,2.6999999999999993,-1.0999999999999996,0.01801636324956435,-0.6612156834786624,4.456173804644088
HIGHER,-15.0,18.93,10.84,0.18499999999999994,4.0,0.8000000000000007,0.014589932988349208,-1.066983738854331,8.445469014574712
HIGHER,-8.0,11.94,8.600000000000001,0.16190000000000004,4.299999999999997,-1.6999999999999993,0.07154280684923375,-0.9396504798918883,7.165336236090958
LOWER,-4.0,-3.3200000000000003,-2.2399999999999993,0.11360000000000003,3.299999999999997,-0.29999999999999893,0.03366337122413032,-1.5279117891893055,5.588050004627853
HIGHER,-8.0,3.99,1.6900000000000004,0.0948,2.400000000000002,-1.8000000000000007,0.03800679353581349,-3.6792109512566817,-1.4511619555737951
HIGHER,-7.0,1.8699999999999992,3.62,-0.019100000000000006,1.0,-1.5999999999999996,0.013109657728840984,-0.33974025892522874,-5.842227575128959
LOWER,-8.0,4.709999999999999,0.8900000000000006,0.07869999999999999,-1.7999999999999972,-1.200000000000001,0.01362892292299922,1.0163600857430453,-3.4479842796148645
HIGHER,-7.0,-0.5500000000000007,2.0,0.046800000000000064,-1.8999999999999986,0.0,-0.015092986286650234,-0.048112797639237925,-1.4770666906022782
LOWER,-8.0,7.839999999999998,1.879999999999999,0.19189999999999996,0.8000000000000007,0.3000000000000007,0.021132815228166235,4.921402895651035,4.511862703379087
HIGHER,-14.0,18.94,7.08,0.23099999999999998,4.699999999999999,2.9000000000000004,-0.007548169235569779,-2.431707754809521,6.839342110659942
HIGHER,-4.0,3.7200000000000006,-3.88,0.21750000000000003,6.5,-1.0,0.08725262340176165,-3.594785588860617,8.386741065497546
HIGHER,-2.0,4.93,6.63,-0.1352000000000001,2.0,0.10000000000000142,0.01202189815439636,-0.5247412970985117,4.896299687484735
HIGHER,-7.0,2.929999999999998,-0.3600000000000003,0.0986999999999999,-0.7999999999999972,-0.09999999999999964,0.017267917015867384,5.334871067422249,2.741966132161963
HIGHER,-1.0,-0.379999999999999,-2.8599999999999994,0.021599999999999953,3.6000000000000014,3.5,-0.025561171625628543,-3.123669430871228,0.7326206250937446
LOWER,-2.0,4.93,6.63,-0.1352000000000001,2.0,0.10000000000000142,0.01202189815439636,-0.5247412970985117,4.896299687484735
HIGHER,-1.0,-0.379999999999999,-2.8599999999999994,0.021599999999999953,3.6000000000000014,3.5,-0.025561171625628543,-3.123669430871228,0.7326206250937446
HIGHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
