ID,Year,Team,Rank,Wins,Losses,WL%,SOS,SRS,FG/G,OREB/G,Total Points,FGA,FTA,AST,TOV,TS%,TOV%,AST%,URL
1,2021,Texas Southern,16,17,9,0.6538,-9.03,-6.15,26.7,12.0,1921,1564,592,314,399,0.5264513724458476,17.944843218738193,45.17985611510792,https://www.sports-reference.com/cbb/schools/texas-southern/men/2021.html
2,2021,Mount St. Mary's,16,12,11,0.5217,-6.67,-5.67,22.9,10.5,1454,1241,370,266,297,0.5178800398917225,17.462370649106305,50.47438330170778,https://www.sports-reference.com/cbb/schools/mount-st-marys/men/2021.html
3,2021,UCLA,11,22,10,0.6875,11.34,16.3,26.8,9.8,2349,1855,586,437,336,0.5558868631794173,13.72078208457882,51.05140186915888,https://www.sports-reference.com/cbb/schools/ucla/men/2021.html
4,2021,Michigan State,11,15,13,0.5357,11.48,9.8,24.9,10.9,1944,1635,512,444,364,0.5225019889479003,16.36484615246282,63.70157819225251,https://www.sports-reference.com/cbb/schools/michigan-state/men/2021.html
5,2021,Michigan,1,23,5,0.8214,11.25,22.0,27.5,8.9,2123,1598,485,443,315,0.5860108203599426,14.813769751693002,57.45784695201038,https://www.sports-reference.com/cbb/schools/michigan/men/2021.html
6,2021,LSU,8,19,10,0.6552,9.14,15.7,28.8,11.4,2371,1823,619,351,329,0.5657739004276114,13.570591826296424,41.985645933014354,https://www.sports-reference.com/cbb/schools/louisiana-state/men/2021.html
7,2021,St. Bonaventure,9,16,5,0.7619,4.49,13.44,25.8,11.3,1471,1224,343,306,225,0.5349402147034009,14.063203160158007,56.457564575645755,https://www.sports-reference.com/cbb/schools/st-bonaventure/men/2021.html
8,2021,Colorado,5,23,9,0.7188,9.57,18.88,25.9,9.8,2340,1815,535,436,364,0.5706203667577058,15.076209410205433,52.65700483091788,https://www.sports-reference.com/cbb/schools/colorado/men/2021.html
9,2021,Georgetown,12,13,13,0.5,10.36,10.13,24.8,11.5,1857,1521,469,333,395,0.5375254723971841,18.611357168435138,51.70807453416149,https://www.sports-reference.com/cbb/schools/georgetown/men/2021.html
10,2021,Florida State,4,18,7,0.72,9.16,17.12,27.7,10.9,1929,1461,474,363,359,0.5776971178034932,17.69728280159325,52.38095238095238,https://www.sports-reference.com/cbb/schools/florida-state/men/2021.html
11,2021,UNC Greensboro,13,21,9,0.7,-2.15,3.48,27.4,12.6,2189,1954,464,370,329,0.5071449753493718,13.227938693127905,45.01216545012166,https://www.sports-reference.com/cbb/schools/north-carolina-greensboro/men/2021.html
12,2021,BYU,6,20,7,0.7407,7.23,15.19,28.7,9.4,2109,1608,443,436,356,0.5848845206664743,16.489726344653807,56.18556701030928,https://www.sports-reference.com/cbb/schools/brigham-young/men/2021.html
13,2021,Texas,3,19,8,0.7037,9.36,15.51,26.0,10.8,2008,1547,524,357,393,0.564819190350818,18.10592658115878,50.85470085470085,https://www.sports-reference.com/cbb/schools/texas/men/2021.html
14,2021,Abilene Christian,14,24,5,0.8276,-6.37,6.27,27.1,11.3,2196,1752,594,513,394,0.5453570151388722,16.36647613983783,65.26717557251908,https://www.sports-reference.com/cbb/schools/abilene-christian/men/2021.html
15,2021,UConn,7,15,8,0.6522,8.59,15.77,26.2,13.5,1650,1388,403,297,268,0.527048782357601,14.618288133004604,49.33554817275748,https://www.sports-reference.com/cbb/schools/connecticut/men/2021.html
16,2021,Maryland,10,17,14,0.5484,11.97,13.94,24.3,6.3,2135,1636,538,415,343,0.5700264855397497,15.48029534417706,55.112881806108895,https://www.sports-reference.com/cbb/schools/maryland/men/2021.html
17,2021,Alabama,2,26,7,0.7879,10.01,19.58,28.0,12.4,2629,2125,612,464,458,0.5490168234291728,16.057329574936542,50.21645021645022,https://www.sports-reference.com/cbb/schools/alabama/men/2021.html
18,2021,Iona,15,12,6,0.6667,-6.42,-1.2,24.8,10.8,1283,1010,348,245,281,0.5515338056262467,19.458216768689585,54.93273542600897,https://www.sports-reference.com/cbb/schools/iona/men/2021.html
19,2021,Illinois,1,24,7,0.7742,11.34,23.25,29.3,10.4,2497,1819,690,506,404,0.5881937246772826,15.989867806538431,55.66556655665566,https://www.sports-reference.com/cbb/schools/illinois/men/2021.html
20,2021,Drexel,16,12,8,0.6,-3.92,-0.97,25.7,8.7,1407,1100,300,298,256,0.5710227272727273,17.204301075268816,57.976653696498055,https://www.sports-reference.com/cbb/schools/drexel/men/2021.html
21,2021,Loyola (IL),8,26,5,0.8387,1.37,15.12,25.9,7.4,2202,1614,519,490,364,0.5976030743177229,16.497761018147536,60.9452736318408,https://www.sports-reference.com/cbb/schools/loyola-il/men/2021.html
22,2021,Georgia Tech,9,17,9,0.6538,7.91,12.79,27.8,7.9,1948,1514,430,412,290,0.5718647252231094,14.549468191852297,57.06371191135734,https://www.sports-reference.com/cbb/schools/georgia-tech/men/2021.html
23,2021,Tennessee,5,18,9,0.6667,8.46,16.87,25.3,10.9,1941,1554,535,401,337,0.5423605677880854,15.848382242287434,58.79765395894428,https://www.sports-reference.com/cbb/schools/tennessee/men/2021.html
24,2021,Oregon State,12,20,13,0.6061,10.82,11.48,24.3,10.1,2325,1842,642,480,383,0.547192724807953,15.274299296504857,59.7758405977584,https://www.sports-reference.com/cbb/schools/oregon-state/men/2021.html
25,2021,Oklahoma State,4,21,9,0.7,9.78,13.65,27.2,11.1,2297,1780,669,385,467,0.553664744788754,18.375987660150468,47.181372549019606,https://www.sports-reference.com/cbb/schools/oklahoma-state/men/2021.html
26,2021,Liberty,13,23,6,0.7931,-6.14,4.06,27.0,7.0,2157,1605,381,458,289,0.6084145681018142,14.01796627927281,58.56777493606138,https://www.sports-reference.com/cbb/schools/liberty/men/2021.html
27,2021,San Diego State,6,23,5,0.8214,2.99,14.36,25.7,9.8,2062,1596,534,390,310,0.5630925853104383,14.47948583812869,54.24200278164117,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2021.html
28,2021,Syracuse,11,18,10,0.6429,8.59,13.27,26.5,10.2,2095,1681,476,419,317,0.5541038065212331,14.360526220418222,56.39300134589502,https://www.sports-reference.com/cbb/schools/syracuse/men/2021.html
29,2021,West Virginia,3,19,10,0.6552,10.05,15.36,26.5,13.4,2243,1793,680,407,348,0.5360386196348342,14.26112613720187,52.925877763329,https://www.sports-reference.com/cbb/schools/west-virginia/men/2021.html
30,2021,Morehead State,14,23,8,0.7419,-4.33,-0.95,24.7,10.2,2132,1651,584,397,477,0.5587119226818172,20.000335435395144,51.89542483660131,https://www.sports-reference.com/cbb/schools/morehead-state/men/2021.html
31,2021,Clemson,7,16,8,0.6667,9.49,12.49,23.4,8.6,1558,1323,307,319,303,0.5342642379018984,17.20535126172576,56.761565836298935,https://www.sports-reference.com/cbb/schools/clemson/men/2021.html
32,2021,Rutgers,10,16,12,0.5714,12.5,14.14,26.5,9.7,1939,1652,448,384,321,0.5243034524530588,14.791808747903342,51.821862348178136,https://www.sports-reference.com/cbb/schools/rutgers/men/2021.html
33,2021,Houston,2,28,4,0.875,5.37,21.66,26.7,14.3,2434,1961,595,446,341,0.547507648011517,13.300569467197128,52.2248243559719,https://www.sports-reference.com/cbb/schools/houston/men/2021.html
34,2021,Cleveland State,15,19,8,0.7037,-4.82,-5.12,26.0,10.5,1914,1558,507,371,348,0.5373144384306151,16.345088019238357,52.9243937232525,https://www.sports-reference.com/cbb/schools/cleveland-state/men/2021.html
35,2021,Baylor,1,28,2,0.9333,7.4,24.83,30.6,12.5,2487,1886,500,507,345,0.5904558404558404,14.075887392900857,55.288985823336965,https://www.sports-reference.com/cbb/schools/baylor/men/2021.html
36,2021,Hartford,16,15,9,0.625,-4.95,-3.45,23.4,8.0,1570,1305,373,264,315,0.5343334785449794,17.65576306526467,46.97508896797153,https://www.sports-reference.com/cbb/schools/hartford/men/2021.html
37,2021,UNC,8,18,11,0.6207,9.52,14.79,27.6,15.7,2181,1826,624,443,423,0.5191472750123777,16.762034586060963,55.305867665418226,https://www.sports-reference.com/cbb/schools/north-carolina/men/2021.html
38,2021,Wisconsin,9,18,13,0.5806,11.93,17.22,24.7,8.2,2167,1806,474,414,280,0.5378345643713764,12.202775259744788,53.976531942633635,https://www.sports-reference.com/cbb/schools/wisconsin/men/2021.html
39,2021,Villanova,5,18,7,0.72,9.19,17.47,26.2,9.3,1870,1446,434,374,227,0.571180725246799,12.17837292645765,57.099236641221374,https://www.sports-reference.com/cbb/schools/villanova/men/2021.html
40,2021,Winthrop,12,23,2,0.92,-7.15,4.69,27.8,12.8,1972,1521,541,374,350,0.5605330180098236,16.595228160679742,53.81294964028777,https://www.sports-reference.com/cbb/schools/winthrop/men/2021.html
41,2021,Purdue,4,18,10,0.6429,11.23,15.55,25.5,11.1,1989,1596,506,399,350,0.5468371970263494,16.13914711524273,55.88235294117647,https://www.sports-reference.com/cbb/schools/purdue/men/2021.html
42,2021,North Texas,13,18,10,0.6429,1.02,7.58,25.6,8.5,1954,1516,411,373,360,0.5757761486056434,17.502576768246435,52.02231520223152,https://www.sports-reference.com/cbb/schools/north-texas/men/2021.html
43,2021,Texas Tech,6,18,11,0.6207,7.28,16.59,25.3,11.5,2103,1672,634,377,313,0.5389654324025095,13.825332603049524,51.36239782016349,https://www.sports-reference.com/cbb/schools/texas-tech/men/2021.html
44,2021,Utah State,11,20,9,0.6897,1.32,10.99,26.7,12.4,2105,1732,518,469,403,0.5370117147638679,17.05516902815161,60.67270375161708,https://www.sports-reference.com/cbb/schools/utah-state/men/2021.html
45,2021,Arkansas,3,25,7,0.7812,7.18,17.8,29.2,11.8,2604,2071,677,466,412,0.549626827868022,14.815454100860158,49.839572192513366,https://www.sports-reference.com/cbb/schools/arkansas/men/2021.html
46,2021,Colgate,14,14,2,0.875,-1.9,13.66,30.9,9.5,1363,1005,311,282,173,0.5968436908848876,13.157494447993672,56.96969696969697,https://www.sports-reference.com/cbb/schools/colgate/men/2021.html
