ID,Year,Team,Rank,Wins,Losses,WL%,SOS,SRS,FG/G,OREB/G,Total Points,FGA,FTA,AST,TOV,TS%,TOV%,AST%,URL
1,2010,UConn,1,39,0,1.0,14.97,49.87,30.9,11.4,3162,2362,718,772,557,0.590383581286969,17.218354704289442,64.01326699834162,https://www.sports-reference.com/cbb/schools/connecticut/women/2010.html
2,2010,Southern,16,23,9,0.7188,-12.16,-8.54,21.3,13.1,1882,1889,627,359,632,0.43466612468127563,22.59660764852264,52.639296187683286,https://www.sports-reference.com/cbb/schools/southern/women/2010.html
3,2010,Temple,8,25,9,0.7353,6.43,11.87,22.6,13.4,2087,1986,587,423,580,0.4649598089364963,20.53620745818403,55.006501950585175,https://www.sports-reference.com/cbb/schools/temple/women/2010.html
4,2010,James Madison,9,26,7,0.7879,1.94,11.32,24.9,13.6,2337,2031,713,394,526,0.4983537479954962,18.322929439304424,47.990255785627284,https://www.sports-reference.com/cbb/schools/james-madison/women/2010.html
5,2010,Virginia,5,21,10,0.6774,10.85,16.59,24.8,13.5,2160,1937,709,363,497,0.48022196926579397,18.09931681452024,47.265625,https://www.sports-reference.com/cbb/schools/virginia/women/2010.html
6,2010,Green Bay,12,28,5,0.8485,-1.57,13.16,25.4,10.3,2355,1815,622,602,539,0.5637531838290213,20.51239115874079,71.92353643966547,https://www.sports-reference.com/cbb/schools/green-bay/women/2010.html
7,2010,Iowa State,4,25,8,0.7576,9.7,21.52,22.8,10.7,2157,1753,534,469,455,0.5425159459948892,18.624946785866324,62.45006657789614,https://www.sports-reference.com/cbb/schools/iowa-state/women/2010.html
8,2010,Lehigh,13,29,4,0.8788,-6.6,3.25,22.8,9.5,2148,1843,675,471,530,0.5018691588785047,19.850187265917604,62.63297872340426,https://www.sports-reference.com/cbb/schools/lehigh/women/2010.html
9,2010,St. John's (NY),6,25,7,0.7812,8.52,21.05,26.4,13.0,2247,1984,710,442,474,0.48924403414039364,17.109442679757436,52.30769230769231,https://www.sports-reference.com/cbb/schools/st-johns-ny/women/2010.html
10,2010,Princeton,11,26,3,0.8966,-4.22,14.09,27.0,12.5,2051,1784,457,423,403,0.5166038648316441,16.875481558406754,53.954081632653065,https://www.sports-reference.com/cbb/schools/princeton/women/2010.html
11,2010,Florida State,3,29,6,0.8286,10.28,23.23,26.2,12.3,2582,2079,744,546,651,0.5364949550358217,21.292880131878483,59.47712418300654,https://www.sports-reference.com/cbb/schools/florida-state/women/2010.html
12,2010,Louisiana Tech,14,23,9,0.7188,-0.09,9.1,27.0,12.5,2363,2000,746,463,538,0.5074648661650002,18.770235569945296,53.650057937427576,https://www.sports-reference.com/cbb/schools/louisiana-tech/women/2010.html
13,2010,Mississippi State,7,21,13,0.6176,10.43,20.37,26.1,13.0,2405,2157,568,509,521,0.49960115001744965,17.794202027377796,57.384441939120634,https://www.sports-reference.com/cbb/schools/mississippi-state/women/2010.html
14,2010,Middle Tennessee,10,25,6,0.8065,0.65,17.3,29.4,12.2,2506,1982,501,552,471,0.5689144766713281,17.61775091268179,60.59275521405049,https://www.sports-reference.com/cbb/schools/middle-tennessee/women/2010.html
15,2010,Ohio State,2,31,5,0.8611,9.92,25.76,27.7,11.1,2807,2179,753,619,528,0.5590920679435291,17.378024697859342,62.02404809619239,https://www.sports-reference.com/cbb/schools/ohio-state/women/2010.html
16,2010,Saint Francis (PA),15,17,15,0.5312,-4.44,-2.72,24.7,13.0,2197,1994,597,455,550,0.4867770352907812,19.596106431798425,57.59493670886076,https://www.sports-reference.com/cbb/schools/saint-francis-pa/women/2010.html
17,2010,Nebraska,1,32,2,0.9412,12.2,31.29,26.6,10.5,2632,1967,839,480,495,0.5633175809876036,17.48399949137456,52.980132450331126,https://www.sports-reference.com/cbb/schools/nebraska/women/2010.html
18,2010,Northern Iowa,16,17,16,0.5152,4.03,5.09,23.1,9.9,2221,1877,606,426,528,0.5180440745647591,19.763141740653683,55.90551181102362,https://www.sports-reference.com/cbb/schools/northern-iowa/women/2010.html
19,2010,UCLA,8,25,9,0.7353,13.12,23.44,25.9,13.3,2305,1999,641,485,592,0.5052519903202048,20.605351822459834,55.17633674630262,https://www.sports-reference.com/cbb/schools/ucla/women/2010.html
20,2010,NC State,9,20,14,0.5882,10.98,12.68,22.6,12.3,2194,2002,665,387,622,0.47807896801185396,21.326201741754097,50.390625,https://www.sports-reference.com/cbb/schools/north-carolina-state/women/2010.html
21,2010,Michigan State,5,23,10,0.697,13.61,20.94,24.2,12.3,2214,1935,680,495,564,0.4954793662160953,20.155814452147812,62.03007518796993,https://www.sports-reference.com/cbb/schools/michigan-state/women/2010.html
22,2010,Bowling Green,12,27,7,0.7941,-0.5,12.41,24.8,10.6,2495,1977,697,498,521,0.5462674280109298,18.576094242480426,59.07473309608541,https://www.sports-reference.com/cbb/schools/bowling-green-state/women/2010.html
23,2010,Kentucky,4,28,8,0.7778,9.82,24.21,25.6,12.1,2662,2216,891,442,549,0.5103449333599178,17.38970681397765,47.939262472885034,https://www.sports-reference.com/cbb/schools/kentucky/women/2010.html
24,2010,Liberty,13,27,6,0.8182,-6.82,8.45,25.4,13.8,2216,1737,712,409,625,0.5404139922352068,23.362040608833468,48.86499402628435,https://www.sports-reference.com/cbb/schools/liberty/women/2010.html
25,2010,Georgia Tech,6,23,10,0.697,7.03,15.03,23.7,13.6,2172,1930,730,487,608,0.48240938166311303,21.264689423615,62.27621483375959,https://www.sports-reference.com/cbb/schools/georgia-tech/women/2010.html
26,2010,Little Rock,11,27,7,0.7941,-2.21,11.2,25.1,9.8,2246,1915,607,517,419,0.514646575744244,16.108693312008857,60.53864168618267,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/women/2010.html
27,2010,Oklahoma,3,27,11,0.7105,17.71,23.0,26.9,11.7,2725,2372,670,512,624,0.5109119544022799,18.9619545399295,50.09784735812133,https://www.sports-reference.com/cbb/schools/oklahoma/women/2010.html
28,2010,South Dakota State,14,22,11,0.6667,-3.84,7.68,25.3,8.8,2430,1806,694,546,610,0.5754584722643225,22.415262956756916,65.38922155688623,https://www.sports-reference.com/cbb/schools/south-dakota-state/women/2010.html
29,2010,Wisconsin,7,21,11,0.6562,11.34,17.4,23.3,8.0,1993,1726,511,395,484,0.5108056016895286,19.878102873289414,53.02013422818792,https://www.sports-reference.com/cbb/schools/wisconsin/women/2010.html
30,2010,Vermont,10,27,7,0.7941,2.54,12.95,23.8,10.4,2265,1960,614,423,472,0.5078110987552463,17.467507475501083,52.22222222222222,https://www.sports-reference.com/cbb/schools/vermont/women/2010.html
31,2010,Notre Dame,2,29,6,0.8286,13.39,28.53,28.5,11.9,2701,2196,767,633,564,0.533061243822726,18.20835001355941,63.55421686746988,https://www.sports-reference.com/cbb/schools/notre-dame/women/2010.html
32,2010,Cleveland State,15,19,14,0.5758,0.93,3.36,23.8,12.2,2198,1904,641,514,572,0.5027355400633108,20.739365636466477,65.47770700636943,https://www.sports-reference.com/cbb/schools/cleveland-state/women/2010.html
33,2010,Tennessee,1,32,3,0.9143,15.04,32.26,28.7,14.1,2600,2181,609,550,496,0.5308375800339736,16.842334021514723,54.78087649402391,https://www.sports-reference.com/cbb/schools/tennessee/women/2010.html
34,2010,Austin Peay,16,15,18,0.4545,-5.43,-11.85,22.7,12.2,2160,1946,765,329,591,0.4731446595987033,20.56653674832962,43.925233644859816,https://www.sports-reference.com/cbb/schools/austin-peay/women/2010.html
35,2010,Dayton,8,25,8,0.7576,4.82,16.16,26.1,13.2,2350,2037,634,491,546,0.5073490043005924,19.077834770576807,57.093023255813954,https://www.sports-reference.com/cbb/schools/dayton/women/2010.html
36,2010,TCU,9,22,9,0.7097,4.36,15.94,25.7,11.8,2235,1941,567,476,485,0.5101621562397283,18.127588320600417,59.72396486825596,https://www.sports-reference.com/cbb/schools/texas-christian/women/2010.html
37,2010,Georgetown,5,26,7,0.7879,9.45,18.63,23.5,13.7,2205,1995,618,516,517,0.48634270287438464,18.57093594643524,66.40926640926641,https://www.sports-reference.com/cbb/schools/georgetown/women/2010.html
38,2010,Marist,12,26,8,0.7647,-0.94,8.44,23.1,9.4,2292,1898,627,486,441,0.5271680129537969,16.86501866242428,61.83206106870229,https://www.sports-reference.com/cbb/schools/marist/women/2010.html
39,2010,Baylor,4,27,10,0.7297,13.95,27.9,25.4,10.6,2603,2053,879,543,612,0.5334541102403515,20.054001625291633,57.765957446808514,https://www.sports-reference.com/cbb/schools/baylor/women/2010.html
40,2010,Fresno State,13,27,7,0.7941,2.4,14.49,25.7,12.1,2479,2093,607,495,518,0.5251940612182638,17.998109851011787,56.63615560640732,https://www.sports-reference.com/cbb/schools/fresno-state/women/2010.html
41,2010,Texas,6,22,11,0.6667,14.68,23.65,26.1,12.5,2424,2025,726,445,567,0.5169678046783027,19.474899019042123,51.68408826945412,https://www.sports-reference.com/cbb/schools/texas/women/2010.html
42,2010,San Diego State,11,23,11,0.6765,8.09,15.44,25.3,13.7,2223,1932,501,534,647,0.5163907007860846,23.111765210184895,62.165308498253786,https://www.sports-reference.com/cbb/schools/san-diego-state/women/2010.html
43,2010,West Virginia,3,29,6,0.8286,9.85,20.26,22.5,12.5,2201,1960,721,413,563,0.48326043807415997,19.822268540686704,52.344740177439796,https://www.sports-reference.com/cbb/schools/west-virginia/women/2010.html
44,2010,Lamar,14,26,8,0.7647,-7.28,-0.69,27.6,12.9,2549,2206,632,589,550,0.5130672120060545,18.127406001160153,62.79317697228145,https://www.sports-reference.com/cbb/schools/lamar/women/2010.html
45,2010,LSU,7,21,10,0.6774,9.14,25.69,24.8,11.7,2124,1851,644,446,385,0.4975730429730692,15.281658833989583,58.072916666666664,https://www.sports-reference.com/cbb/schools/louisiana-state/women/2010.html
46,2010,Hartford,10,27,5,0.8438,0.63,12.45,21.8,11.9,1992,1733,618,400,507,0.4967779263012988,20.183763814134206,57.47126436781609,https://www.sports-reference.com/cbb/schools/hartford/women/2010.html
47,2010,Duke,2,30,6,0.8333,12.39,28.42,26.3,15.2,2537,2273,725,495,629,0.4893904320987654,19.52809686432785,52.27032734952481,https://www.sports-reference.com/cbb/schools/duke/women/2010.html
48,2010,Hampton,15,20,12,0.625,-7.0,-0.68,22.0,12.8,1989,1926,588,364,477,0.4552070745907942,17.920742978224606,51.63120567375886,https://www.sports-reference.com/cbb/schools/hampton/women/2010.html
49,2010,Stanford,1,36,2,0.9474,16.11,38.27,28.1,12.5,2891,2302,710,666,513,0.5528993268053856,16.403402187120292,62.4765478424015,https://www.sports-reference.com/cbb/schools/stanford/women/2010.html
50,2010,UC Riverside,16,17,16,0.5152,2.01,1.38,22.8,8.7,2074,1797,561,471,568,0.5073782683576014,21.747120803724577,62.71637816245007,https://www.sports-reference.com/cbb/schools/california-riverside/women/2010.html
51,2010,Iowa,8,20,14,0.5882,13.56,16.09,24.1,10.0,2359,1975,586,468,558,0.5282510166424822,19.993980307004342,57.142857142857146,https://www.sports-reference.com/cbb/schools/iowa/women/2010.html
52,2010,Rutgers,9,19,15,0.5588,14.57,15.12,21.2,10.5,1965,1825,591,405,580,0.47121398150635,21.763275598114852,56.171983356449374,https://www.sports-reference.com/cbb/schools/rutgers/women/2010.html
53,2010,Georgia,5,25,9,0.7353,9.79,16.62,22.1,12.7,2126,1964,682,399,543,0.4695063778665065,19.343944597232714,53.058510638297875,https://www.sports-reference.com/cbb/schools/georgia/women/2010.html
54,2010,Tulane,12,26,7,0.7879,0.45,9.51,24.3,10.4,2296,1902,724,508,552,0.51698670605613,19.90939781285166,63.26276463262764,https://www.sports-reference.com/cbb/schools/tulane/women/2010.html
55,2010,Oklahoma State,4,24,11,0.6857,12.58,18.1,26.1,13.1,2542,2240,707,413,430,0.49822036157235366,14.424302601741651,45.28508771929825,https://www.sports-reference.com/cbb/schools/oklahoma-state/women/2010.html
56,2010,Chattanooga,13,24,9,0.7273,-3.59,1.68,22.8,10.5,2216,1867,639,415,516,0.5157902577089231,19.368206113746922,55.25965379494008,https://www.sports-reference.com/cbb/schools/chattanooga/women/2010.html
57,2010,Vanderbilt,6,23,11,0.6765,11.77,18.18,25.4,10.2,2368,1909,642,508,546,0.5402741526274482,19.945351198912867,58.72832369942196,https://www.sports-reference.com/cbb/schools/vanderbilt/women/2010.html
58,2010,DePaul,11,21,12,0.6364,10.89,14.4,25.7,11.8,2254,2018,516,507,554,0.50199551010227,19.792500285812277,59.71731448763251,https://www.sports-reference.com/cbb/schools/depaul/women/2010.html
59,2010,Xavier,3,30,4,0.8824,8.83,23.3,27.0,13.6,2445,2057,605,534,554,0.5262138429752067,19.25483108577784,58.10663764961915,https://www.sports-reference.com/cbb/schools/xavier/women/2010.html
60,2010,ETSU,14,23,9,0.7188,-5.38,0.75,27.5,13.9,2491,2122,680,463,561,0.514414339996696,18.811615585809136,52.61363636363637,https://www.sports-reference.com/cbb/schools/east-tennessee-state/women/2010.html
61,2010,Gonzaga,7,29,5,0.8529,4.18,25.09,31.5,12.3,2719,2260,558,651,531,0.5426019349276797,17.48712341759646,60.78431372549019,https://www.sports-reference.com/cbb/schools/gonzaga/women/2010.html
62,2010,UNC,10,19,12,0.6129,9.01,16.54,28.2,15.5,2371,2117,752,477,620,0.48429661584718203,20.209395413119157,54.5766590389016,https://www.sports-reference.com/cbb/schools/north-carolina/women/2010.html
63,2010,Texas A&M,2,26,8,0.7647,14.73,29.9,29.0,12.0,2567,2151,658,550,519,0.5259125104485929,17.536627561226144,55.72441742654509,https://www.sports-reference.com/cbb/schools/texas-am/women/2010.html
64,2010,Portland State,15,18,15,0.5455,-1.62,-1.23,25.5,11.1,2235,2074,470,478,533,0.48995966327604346,18.942355533442317,56.837098692033294,https://www.sports-reference.com/cbb/schools/portland-state/women/2010.html
