Winner,Δ Rank,Δ SRS,Δ SOS,Δ WL%,Δ FG/G,Δ OREB/G,Δ TS%,Δ TOV%,Δ AST%
HIGHER,0.0,1.52,3.56,-0.004899999999999904,-4.199999999999999,-1.8000000000000007,-0.06389826899905493,-2.398877923608257,-4.572661562921695
HIGHER,-15.0,26.590000000000003,10.610000000000001,0.22229999999999994,3.6999999999999993,2.0999999999999996,0.07742955880615199,1.4301378724461244,2.3368786941554234
LOWER,-1.0,4.800000000000001,1.9800000000000004,-0.020199999999999996,3.1000000000000014,0.10000000000000142,0.04287592948600927,1.8448392498362018,-6.523707552178088
LOWER,-7.0,2.2200000000000006,-2.1100000000000003,0.07790000000000008,-0.3000000000000007,1.0,0.01582382238940383,0.9269329461220188,8.267068295207984
HIGHER,-9.0,21.490000000000002,12.86,-0.031200000000000006,1.3999999999999986,6.2,-0.053831317478586715,-1.2386343146087295,2.519860973187683
HIGHER,-5.0,4.05,8.04,-0.07350000000000001,0.0,2.5,0.00866456703834273,4.055054900231079,-2.1136905247579634
HIGHER,-11.0,6.750000000000001,12.02,-0.02180000000000004,-0.5,2.9000000000000004,-0.039216336605189306,2.9152510813863604,0.8520703678162889
HIGHER,-3.0,1.2699999999999996,2.129999999999999,0.0025000000000000577,0.3000000000000007,0.40000000000000036,-0.007987311458434343,-2.4336841823922093,0.21821189563124932
HIGHER,-13.0,15.31,7.11,0.17699999999999994,1.3999999999999986,0.40000000000000036,0.0056518997782862845,-1.1576430301158815,-16.306611704724197
HIGHER,-8.0,15.380000000000003,3.1800000000000006,0.09970000000000001,1.3999999999999986,1.0,0.06297829408352484,2.7836349946496703,-4.353510004312362
HIGHER,-8.0,9.71,0.8600000000000003,0.11360000000000003,0.0,3.0999999999999996,0.008473119547236174,-0.6868773311607601,-0.37313833179747036
HIGHER,-3.0,3.040000000000001,2.5,-0.007099999999999995,0.0,0.3000000000000007,-0.005107744313585294,0.44474353892935525,3.8536390696708196
HIGHER,-5.0,3.8000000000000007,-2.169999999999999,0.16669999999999996,1.0999999999999979,-2.0,0.03289701530374278,-0.5305950310588372,3.045799637978412
LOWER,-3.0,4.620000000000001,-0.17999999999999972,0.05559999999999998,1.1999999999999993,-1.8000000000000007,0.06902563591088995,0.8572074802165002,-1.7609645207
LOWER,-1.0,2.9299999999999997,-0.7199999999999998,0.06269999999999998,0.7999999999999972,-2.0,0.006041431111718176,-3.534763953854288,-11.776828248782493
LOWER,-1.0,-6.25,0.019999999999999574,-0.007099999999999995,-1.0999999999999979,-2.0999999999999996,0.018739856228921603,2.1224719044239055,1.5540857701552326
LOWER,-12.0,27.23,14.86,0.20950000000000002,4.199999999999999,3.5,0.025031417588065374,-4.1406924944653785,3.618613007913673
LOWER,-5.0,23.57,9.04,0.38330000000000003,2.6999999999999993,1.9000000000000004,0.036513577990618384,-1.6633381122867128,2.3008733509926884
HIGHER,-10.0,13.64,10.64,0.05149999999999999,1.3000000000000007,1.3000000000000007,-0.003910365158289575,-2.1530347226672504,-0.9965072735128899
HIGHER,-8.0,20.53,12.129999999999999,0.20240000000000002,4.199999999999999,3.5999999999999996,0.042653369756217696,-5.541659210864243,-1.679938448576479
LOWER,-4.0,0.15000000000000036,0.71,0.050799999999999956,-2.5,-2.700000000000001,-0.013703958829727192,-0.1348198751295424,-2.187902187902189
LOWER,-8.0,0.5700000000000003,-1.4400000000000004,0.043200000000000016,-2.3999999999999986,-3.5,0.0146643766879887,-3.329147417908498,4.793169994965602
HIGHER,-7.0,7.1899999999999995,2.05,0.1754,3.3000000000000007,-0.10000000000000142,0.020892746121563777,-0.8704563714410583,13.790589533417403
HIGHER,-8.0,4.169999999999998,7.290000000000001,-0.050000000000000044,-1.5,-0.40000000000000036,-0.031256349050373444,2.374095029401559,-1.42333856619571
HIGHER,-7.0,9.28,6.2700000000000005,0.0131,2.0,-0.5999999999999996,0.017658226064833804,-2.4661064564092214,7.906060629512972
HIGHER,-8.0,6.99,2.63,0.18620000000000003,3.3999999999999986,-5.0,0.08441527426666573,-2.1471465200508657,1.1805994521702488
HIGHER,-14.0,25.68,13.65,0.18930000000000002,4.5,3.4000000000000004,0.003080630831253095,-3.07227997312431,3.9512092365409117
LOWER,-4.0,-0.17999999999999972,0.10999999999999943,-0.013900000000000023,-0.3000000000000007,1.9000000000000004,0.00885025693828001,-4.10269766574616,-0.7604032397699072
HIGHER,-2.0,2.0700000000000003,1.56,-0.06109999999999993,-4.0,-3.5,-0.004188207646782072,-2.7876167431357146,-5.923348482389223
HIGHER,-4.0,2.1999999999999993,5.4,-0.027800000000000047,-1.6999999999999993,3.3999999999999986,-0.07079140142469864,0.9782403492444551,-10.90818493002297
HIGHER,-1.0,3.3599999999999994,-0.4299999999999997,0.04169999999999996,-0.5,3.9000000000000004,-0.032317216698941054,1.6242081523466716,2.079357506361319
LOWER,-9.0,4.85,4.82,-0.006800000000000028,-1.0,-0.5,0.010727246027164239,-0.40955117956327314,2.4703101579614923
HIGHER,-1.0,3.3599999999999994,-0.4299999999999997,0.04169999999999996,-0.5,3.9000000000000004,-0.032317216698941054,1.6242081523466716,2.079357506361319
HIGHER,-1.0,3.3599999999999994,-0.4299999999999997,0.04169999999999996,-0.5,3.9000000000000004,-0.032317216698941054,1.6242081523466716,2.079357506361319
HIGHER,-15.0,21.419999999999998,8.67,0.2822,3.400000000000002,-1.3999999999999986,0.05268094506455734,-1.29373884808723,10.585909308686453
HIGHER,-1.0,3.8200000000000003,-0.47999999999999865,0.10620000000000007,6.899999999999999,2.0,-0.006941311589147792,-5.624115760508506,3.7942887361184603
HIGHER,-7.0,8.85,4.37,-0.037900000000000045,2.3000000000000007,0.40000000000000036,0.000573349809914081,-3.589292114970375,-5.340724213266398
HIGHER,-9.0,18.939999999999998,13.32,0.0806,2.0,1.1999999999999993,-0.003374862051751415,-1.5094684388651132,-3.91180640036999
LOWER,-5.0,-4.02,-2.540000000000001,0.09670000000000001,3.5,-3.5999999999999996,-0.004200801110122332,-3.8782469729081583,-3.5492170093780118
HIGHER,-11.0,23.49,10.64,0.06500000000000006,-2.8000000000000007,-3.299999999999999,0.03340903587321997,-1.08873419968155,3.0399891186071812
HIGHER,-3.0,1.549999999999999,-0.9400000000000004,0.05149999999999999,-0.40000000000000213,-0.7000000000000011,0.0006573136743103225,0.5979388010415967,1.5895398216164907
LOWER,-13.0,12.85,9.43,0.07850000000000001,-3.3999999999999986,-1.799999999999999,-0.005945684147646957,-0.5689919942021326,10.728724114153529
HIGHER,-7.0,6.219999999999999,-0.5100000000000007,0.14339999999999997,-1.7999999999999972,-2.5,0.04910699246494632,3.4604821561993084,-1.8394192456743639
HIGHER,-1.0,4.32,5.500000000000001,0.04490000000000005,-0.10000000000000142,-2.6000000000000014,0.0307594491332992,-1.1790754358272313,0.10843078818403029
HIGHER,-8.0,7.039999999999999,-3.460000000000001,0.16620000000000001,1.8999999999999986,-4.399999999999999,0.04089194697295173,-2.7474690976934824,-5.4677914110429455
LOWER,-8.0,9.94,7.96,-0.0262,-1.6999999999999993,0.0,-0.023411700442467542,-2.7099528292913266,-2.930523261493974
LOWER,-3.0,-0.5,-2.500000000000001,0.04289999999999994,-1.3999999999999986,0.10000000000000142,0.0017856256504772405,5.049640416162195,6.683045313740884
HIGHER,-12.0,20.869999999999997,8.67,0.08110000000000006,-0.5,-0.7999999999999989,0.024938370439550828,-3.349281240612239,2.6639344262295097
LOWER,-1.0,2.59,-3.200000000000001,-0.011099999999999999,-2.1000000000000014,-0.3999999999999986,0.0017385202860030757,2.2901931350483054,4.557410795974384
LOWER,-9.0,11.139999999999999,5.580000000000001,0.08900000000000008,2.3999999999999986,0.8999999999999986,0.019074609879751514,-2.430248994880456,-3.53129139298931
LOWER,-12.0,11.06,-1.0700000000000003,0.2581,1.6999999999999993,1.5999999999999996,0.021581057554006855,-1.0684274712223196,3.815933039006701
LOWER,-8.0,21.46,15.98,0.030299999999999994,2.299999999999997,4.200000000000001,0.012208938379516199,0.12699732751098125,14.749033294241208
LOWER,-4.0,4.080000000000002,3.6400000000000006,-0.11209999999999998,-1.0,-1.5999999999999996,-0.027893837361394613,-3.269419367642861,0.9450519778587818
HIGHER,-8.0,-0.9000000000000004,2.37,0.021399999999999975,-2.200000000000003,0.5,-0.0026938637617163197,1.8823040925760353,17.81678138469195
HIGHER,-7.0,7.159999999999998,3.0100000000000007,0.0655,-0.5,1.3999999999999986,0.013410798183562278,1.834393426555346,-1.1329715061058323
LOWER,-8.0,2.83,7.51,0.04069999999999996,-5.600000000000001,0.29999999999999893,-0.060108162072577076,-1.6857526785376518,8.801565949227367
LOWER,-7.0,9.8,7.07,0.04760000000000009,2.8999999999999986,3.8,-0.03503658077324334,-3.5756017681799275,7.904663809605815
HIGHER,-8.0,5.690000000000001,3.2,0.12670000000000003,-2.3999999999999986,-1.9000000000000004,-0.028306366241998893,-2.3021408970814647,-5.08705821205821
HIGHER,-14.0,16.380000000000003,4.14,0.32610000000000006,-0.6000000000000014,0.09999999999999964,0.025088215774481615,-0.1502060523278992,0.4437715246060776
HIGHER,-3.0,0.2400000000000002,1.92,0.019199999999999995,-2.6000000000000014,0.1999999999999993,0.008798528514173842,3.2268366355737115,9.496190151256684
LOWER,-7.0,7.159999999999998,3.0100000000000007,0.0655,-0.5,1.3999999999999986,0.013410798183562278,1.834393426555346,-1.1329715061058323
HIGHER,-4.0,10.54,5.96,-0.009599999999999942,4.899999999999999,4.8,-0.01679286470281427,-2.7388723616853135,0.3095471337716518
HIGHER,-7.0,5.510000000000002,3.24,0.014600000000000057,0.6000000000000014,-2.9000000000000004,0.005560820094533403,-2.6816449562347593,-2.430555555555557
HIGHER,-7.0,7.159999999999998,3.0100000000000007,0.0655,-0.5,1.3999999999999986,0.013410798183562278,1.834393426555346,-1.1329715061058323
HIGHER,-7.0,5.510000000000002,3.24,0.014600000000000057,0.6000000000000014,-2.9000000000000004,0.005560820094533403,-2.6816449562347593,-2.430555555555557
HIGHER,-7.0,5.510000000000002,3.24,0.014600000000000057,0.6000000000000014,-2.9000000000000004,0.005560820094533403,-2.6816449562347593,-2.430555555555557
HIGHER,0.0,0.9899999999999984,1.4800000000000004,0.04490000000000005,2.8000000000000007,-3.3000000000000007,0.0480579717539511,-3.0259499938386245,-4.1167454533725945
HIGHER,-8.0,10.14,3.0500000000000007,0.1058,1.6999999999999993,0.20000000000000107,0.009540852173719139,-0.8973308200393681,0.16963528413909756
HIGHER,-3.0,3.530000000000001,-0.9100000000000001,0.08009999999999995,-1.8000000000000007,2.6000000000000014,-0.026099562667125875,2.8257543494011053,4.032601635669039
