ID,Year,Team,Rank,Wins,Losses,WL%,SOS,SRS,FG/G,OREB/G,Total Points,FGA,FTA,AST,TOV,TS%,TOV%,AST%,URL
1,2012,Syracuse,1,34,3,0.9189,8.02,21.12,27.2,12.4,2742,2156,709,564,389,0.5555195384041881,13.61587141577061,56.06361829025845,https://www.sports-reference.com/cbb/schools/syracuse/men/2012.html
2,2012,UNC Asheville,16,24,10,0.7059,-2.72,3.06,27.1,11.1,2745,1907,893,566,456,0.5967598873004278,16.546198728555254,61.52173913043478,https://www.sports-reference.com/cbb/schools/north-carolina-asheville/men/2012.html
3,2012,Kansas State,8,22,11,0.6667,7.53,14.47,24.6,14.3,2343,1849,799,468,474,0.5323644890391537,17.722541277817662,57.635467980295566,https://www.sports-reference.com/cbb/schools/kansas-state/men/2012.html
4,2012,Southern Miss,9,25,9,0.7353,3.61,7.79,24.1,13.9,2426,1975,779,374,377,0.5233501311611211,13.990114147456545,45.66544566544567,https://www.sports-reference.com/cbb/schools/southern-mississippi/men/2012.html
5,2012,Vanderbilt,5,25,11,0.6944,8.04,15.71,24.6,10.0,2615,1921,770,458,465,0.5785910257544915,17.065472695243688,51.75141242937853,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2012.html
6,2012,Harvard,12,26,5,0.8387,-1.56,7.84,22.4,8.5,2033,1490,613,401,379,0.5776487168413157,17.720879778559137,57.697841726618705,https://www.sports-reference.com/cbb/schools/harvard/men/2012.html
7,2012,Wisconsin,4,26,10,0.7222,8.24,19.04,22.1,9.7,2304,1875,575,428,320,0.5413533834586466,13.071895424836601,53.70138017565872,https://www.sports-reference.com/cbb/schools/wisconsin/men/2012.html
8,2012,Montana,13,25,7,0.7812,-3.39,4.55,24.4,8.9,2239,1689,672,436,401,0.5640707821915876,16.808624794607823,55.8258642765685,https://www.sports-reference.com/cbb/schools/montana/men/2012.html
9,2012,Cincinnati,6,26,11,0.7027,6.28,12.93,25.0,13.2,2522,2194,643,479,403,0.5091000113043619,13.99344426234062,51.83982683982684,https://www.sports-reference.com/cbb/schools/cincinnati/men/2012.html
10,2012,Texas,11,20,14,0.5882,8.12,14.0,24.6,13.3,2470,1927,820,419,426,0.5398199143281754,15.697545876630555,50.119617224880386,https://www.sports-reference.com/cbb/schools/texas/men/2012.html
11,2012,Florida State,3,25,10,0.7143,7.62,14.53,25.1,11.4,2443,1923,669,427,550,0.5508803261536241,19.874537465309896,48.68871151653364,https://www.sports-reference.com/cbb/schools/florida-state/men/2012.html
12,2012,St. Bonaventure,14,20,12,0.625,2.84,8.25,24.1,11.0,2254,1687,710,444,439,0.563669100730219,18.003608923884514,57.66233766233766,https://www.sports-reference.com/cbb/schools/st-bonaventure/men/2012.html
13,2012,Gonzaga,7,26,7,0.7879,3.25,13.86,24.9,10.9,2436,1740,803,455,433,0.5818508398142663,17.13955476740872,55.28554070473876,https://www.sports-reference.com/cbb/schools/gonzaga/men/2012.html
14,2012,West Virginia,10,19,14,0.5758,7.53,12.13,25.4,14.9,2346,1914,739,477,422,0.5238571607209846,15.857746245997987,56.921241050119335,https://www.sports-reference.com/cbb/schools/west-virginia/men/2012.html
15,2012,Ohio State,2,31,8,0.7949,9.07,23.95,27.1,11.5,2913,2219,846,568,449,0.5620861054938948,14.768570902297188,53.73699148533586,https://www.sports-reference.com/cbb/schools/ohio-state/men/2012.html
16,2012,Loyola (MD),15,24,9,0.7273,-2.72,0.37,22.9,13.0,2222,1775,762,393,443,0.5264704209867884,17.3502318586289,52.05298013245033,https://www.sports-reference.com/cbb/schools/loyola-md/men/2012.html
17,2012,South Florida,12,22,14,0.6111,7.29,9.2,21.4,10.4,2134,1765,597,423,485,0.5262171545806044,19.302099750067654,54.79274611398964,https://www.sports-reference.com/cbb/schools/south-florida/men/2012.html
18,2012,California,12,24,10,0.7059,4.53,13.79,26.3,10.0,2419,1878,641,540,411,0.5599433343826966,15.985748957620263,60.47032474804031,https://www.sports-reference.com/cbb/schools/california/men/2012.html
19,2012,Vermont,16,24,12,0.6667,-5.19,0.98,23.6,11.1,2415,1914,714,475,445,0.5419269711331323,16.646964641098926,56.014150943396224,https://www.sports-reference.com/cbb/schools/vermont/men/2012.html
20,2012,Lamar,16,23,12,0.6571,-3.77,2.41,25.8,14.2,2573,2087,855,448,418,0.5222880805456317,14.507843953908095,49.66740576496674,https://www.sports-reference.com/cbb/schools/lamar/men/2012.html
