ID,Year,Team,Rank,Wins,Losses,WL%,SOS,SRS,FG/G,OREB/G,Total Points,FGA,FTA,AST,TOV,TS%,TOV%,AST%,URL
1,2025,Mount St. Mary's,16,23,13,0.6389,-6.48,-7.91,24.7,10.2,2524,2014,626,537,538,0.5460,19.02781315,15.96105147,https://www.sports-reference.com/cbb/schools/mount-st-marys/men/2025.html
2,2025,American,16,22,13,0.6286,-685,-7.63,24,7.7,2406,1893,566,441,389,0.5565,15.36917631,14.83829289,https://www.sports-reference.com/cbb/schools/american/men/2025.html
3,2025,Duke,1,35,4,0.8974,10.26,30.72,28.9,10.6,3246,2289,752,662,363,0.6133,12.16944698,18.16246351,https://www.sports-reference.com/cbb/schools/duke/men/2025.html
4,2025,Mississippi State,8,21,13,0.6176,11.79,17.14,28.6,12.8,2704,2147,676,517,365,0.5478,12.99191298,15.54214115,https://www.sports-reference.com/cbb/schools/mississippi-state/men/2025.html
5,2025,Baylor,9,20,15,0.5714,13.86,18.77,27,13,2664,2125,640,504,378,0.5484,13.57466063,15.3256705,https://www.sports-reference.com/cbb/schools/baylor/men/2025.html
6,2025,Oregon,5,25,10,0.7143,12.32,18,27.1,10.2,2679,2060,679,501,395,0.5622,14.34402417,15.39284003,https://www.sports-reference.com/cbb/schools/oregon/men/2025.html
7,2025,Liberty,12,28,7,0.8000,-0.99,7.42,27.4,6.5,2655,1959,565,588,354,0.5960,13.81948782,18.66903734,https://www.sports-reference.com/cbb/schools/liberty/men/2025.html
8,2025,Arizona,4,24,13,0.6486,13.72,22.94,29.1,12.3,3052,2268,813,598,421,0.5749,13.81813885,16.40729603,https://www.sports-reference.com/cbb/schools/arizona/men/2025.html
9,2025,Akron,13,28,7,0.8000,-3.75,3.22,30.3,11.8,2941,2260,590,621,414,0.5789,14.11235342,17.47032015,https://www.sports-reference.com/cbb/schools/akron/men/2025.html
10,2025,BYU,6,26,10,0.7222,10.21,19.07,28.9,11.3,2931,2161,658,621,434,0.5925,15.04583085,17.71491819,https://www.sports-reference.com/cbb/schools/brigham-young/men/2025.html
11,2025,VCU,11,28,7,0.8000,1.3,14.45,26.5,13.2,2693,2088,670,524,394,0.5596,14.18899453,15.87493941,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2025.html
12,2025,Wisconsin,3,27,10,0.7297,11.49,20.73,26.8,9.4,2964,2184,746,537,356,0.5838,12.4117926,15.76981358,https://www.sports-reference.com/cbb/schools/wisconsin/men/2025.html
13,2025,Montana,14,25,10,0.7143,-1.6,-1.45,27.5,7.2,2680,1934,674,474,380,0.5945,14.55626379,15.36685945,https://www.sports-reference.com/cbb/schools/montana/men/2025.html
14,2025,Saint Mary's,7,29,6,0.8286,6.46,17.43,26.9,14,2551,2088,645,529,338,0.5327,12.47324526,16.33320983,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2025.html
15,2025,Vanderbilt,10,20,13,0.6061,10.05,14.66,27.7,11.5,2604,2034,680,459,336,0.5524,12.58804136,14.67297487,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2025.html
16,2025,Alabama,2,28,9,0.7568,16.14,25.54,31,12.4,3355,2371,932,636,469,0.5962,14.43041402,16.36610672,https://www.sports-reference.com/cbb/schools/alabama/men/2025.html
17,2025,Robert Morris,15,26,9,0.7429,-4.92,0.4,26.7,12.5,2694,2078,780,562,451,0.5501,15.70224915,16.36480112,https://www.sports-reference.com/cbb/schools/robert-morris/men/2025.html
18,2025,Xavier,11,22,12,0.6471,8.72,15.25,26.6,7.8,2656,1938,711,568,371,0.5836,14.15036768,17.80653575,https://www.sports-reference.com/cbb/schools/xavier/men/2025.html
19,2025,Texas,11,19,16,0.5429,9.79,15.65,27.3,10.2,2747,2067,760,452,348,0.5657,12.65730705,14.11882301,https://www.sports-reference.com/cbb/schools/texas/men/2025.html
